movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
592,8674,4.5,1095703642,1,1989,Action,Crime,Thriller,10028,3.40,0.84,457,356,593,296,745,9,1993,1.45,3.61,1.02,Thriller,Comedy,Crime,Children,Drama
593,1616,4.5,1231331906,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,296,356,965,924,999,9,1984,20.62,3.39,1.24,Drama,Thriller,Crime,Comedy,Sci-Fi
593,9246,5.0,1093042225,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,296,50,6,266,223,35,1991,13.21,3.17,1.20,Thriller,Action,Comedy,Crime,Drama
596,12802,3.5,1107987021,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,252,282,3,7,594,100,1991,10.00,3.34,0.51,Drama,Comedy,Romance,Thriller,Crime
597,8412,2.0,1225258342,0,1990,Comedy,Romance,"",7314,3.41,0.98,349,858,364,595,165,45,1989,12.45,4.16,1.02,Thriller,Drama,Action,Adventure,Crime
60,7321,3.0,966956902,0,1995,Adventure,Children,Fantasy,1376,3.09,1.03,364,145,368,383,849,100,1985,17.87,3.67,1.34,Drama,Thriller,Comedy,Action,Adventure
608,19945,3.5,1282947511,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,260,593,356,296,588,16,1991,8.45,3.03,0.92,Comedy,Sci-Fi,Thriller,Adventure,Crime
608,22611,5.0,986489271,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,176,720,306,290,745,26,1974,23.26,4.12,0.77,Drama,Mystery,Comedy,Romance,Adventure
610,25739,1.0,1051139297,0,1981,Action,Adventure,Animation,1723,3.36,1.05,110,10,356,"","",4,1995,0.82,4.00,0.82,Action,War,Drama,Thriller,Romance
616,27166,4.0,1281804416,1,1970,Animation,Children,"",1726,3.38,0.93,919,31,293,261,158,96,1992,7.23,3.55,0.73,Drama,Thriller,Comedy,Action,Adventure
62,12802,3.0,1093184067,0,1995,Drama,"","",4221,3.70,1.00,968,198,780,924,260,100,1989,13.27,3.33,0.71,Drama,Thriller,Action,Crime,Romance
648,6025,3.0,851524838,0,1996,Action,Adventure,Mystery,8117,3.37,0.90,25,62,1,"","",8,1995,0.53,3.38,0.52,Drama,Romance,Adventure,Fantasy,Children
65,2118,3.0,864023505,0,1996,Comedy,"","",1104,2.41,1.23,858,9,743,112,788,19,1993,6.77,3.79,0.92,Action,Adventure,Comedy,Thriller,Romance
668,22909,5.0,853699201,1,1955,Drama,"","",160,4.08,1.02,97,708,52,608,"",11,1995,0.40,3.00,1.79,Drama,Comedy,Romance,Crime,Thriller
671,11097,4.5,1413627620,1,1996,Comedy,Sci-Fi,"",1382,3.65,1.08,29,616,6,783,910,47,1987,15.09,3.84,0.49,Drama,Comedy,Thriller,Action,Adventure
733,16940,3.0,986854450,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,356,593,"","","",5,1993,1.79,2.60,1.52,Romance,Thriller,Horror,Crime,War
733,7321,4.0,945091838,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,349,590,592,162,910,38,1985,16.33,3.13,1.51,Thriller,Action,Drama,Crime,Adventure
765,15781,3.0,1008341264,0,1996,Comedy,Drama,"",1063,3.05,1.01,370,804,520,231,344,67,1991,10.03,3.57,0.96,Comedy,Drama,Romance,Fantasy,Children
778,10280,5.0,944979544,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,88,608,50,1,333,54,1992,6.84,3.48,1.14,Comedy,Thriller,Drama,Crime,Action
783,23646,3.0,1263902370,0,1996,Animation,Children,Drama,2215,3.25,1.09,595,588,364,1,551,24,1987,15.83,3.56,0.70,Drama,Thriller,Crime,Animation,Children
829,8674,3.0,1097911674,0,1996,Comedy,Fantasy,Musical,402,2.62,1.22,558,516,934,70,913,87,1990,11.91,3.51,0.76,Comedy,Thriller,Drama,Adventure,Action
832,2098,4.0,848957295,1,1996,Crime,Thriller,"",3052,3.44,0.92,694,64,748,71,76,100,1994,5.56,3.37,0.73,Action,Thriller,Drama,Crime,Comedy
835,29373,3.0,845892178,0,1996,Drama,"","",196,3.12,0.81,709,107,3,471,5,75,1992,6.92,3.24,0.61,Drama,Comedy,Thriller,Adventure,Children
852,20551,3.0,1054327151,0,1996,Comedy,Drama,Romance,2262,3.20,0.92,252,497,"","","",3,1994,1.00,3.00,1.80,Romance,Comedy,"","",""
903,7321,4.0,945236252,1,1958,Drama,Mystery,Romance,3051,4.13,0.81,589,32,1,474,6,70,1985,16.88,3.56,1.42,Thriller,Drama,Action,Crime,Comedy
908,22193,4.0,1191304672,1,1959,Action,Adventure,Mystery,3429,4.23,0.74,922,246,608,912,541,14,1977,20.17,3.82,0.97,Thriller,Crime,Drama,Comedy,Romance
915,7321,3.0,977802131,0,1954,Comedy,Romance,"",1155,3.88,0.89,899,913,420,19,485,100,1987,16.85,3.53,1.37,Comedy,Drama,Thriller,Action,Adventure
928,1749,3.0,974708742,0,1940,Drama,Mystery,Romance,1000,4.10,0.80,608,593,904,930,922,18,1970,20.76,4.06,0.87,Thriller,Drama,Sci-Fi,Action,Romance
93,2098,3.0,848956505,0,1995,Comedy,Horror,Romance,425,2.42,1.05,15,524,328,20,24,100,1993,7.92,3.63,0.79,Action,Drama,Thriller,Romance,Crime
942,1749,3.0,974708552,0,1944,Crime,Film-Noir,Mystery,584,4.10,0.73,930,922,589,260,750,13,1970,20.67,4.08,0.86,Sci-Fi,Drama,Action,Thriller,Romance
969,14141,1.5,1126259981,0,1951,Adventure,Comedy,Romance,2380,4.11,0.86,745,319,471,953,973,97,1983,19.80,2.69,0.80,Thriller,Drama,Comedy,Romance,Action
1,11383,3.0,858412206,0,1995,Adventure,Animation,Children,10759,3.91,0.89,780,736,"","","",2,1996,0.00,4.50,0.71,Action,Thriller,Adventure,Sci-Fi,Romance
1,17913,4.0,866075500,1,1995,Adventure,Animation,Children,10759,3.91,0.89,32,"","","","",4,1995,0.50,3.50,1.00,Sci-Fi,Thriller,Mystery,"",""
10,23687,2.0,833644421,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,"","","","","",9,1993,2.30,1.33,0.71,"","","","",""
10,7131,3.0,833475264,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,318,380,296,"","",15,1993,1.68,3.07,0.88,Thriller,Crime,Drama,Comedy,Action
110,17044,2.0,938522927,0,1995,Action,Drama,War,11637,4.04,0.97,41,232,574,475,123,68,1992,8.64,3.78,0.96,Drama,Comedy,Thriller,Crime,Romance
110,24694,3.5,1201091353,1,1995,Action,Drama,War,11637,4.04,0.97,288,253,47,493,32,17,1990,10.49,3.68,0.75,Thriller,Crime,Drama,Comedy,Action
111,18299,4.0,953878110,1,1976,Crime,Drama,Thriller,5305,4.12,0.85,899,904,858,769,942,8,1972,20.80,3.38,1.30,Mystery,Crime,Romance,Thriller,Musical
125,19599,3.0,970348705,0,1996,Comedy,"","",788,3.71,0.93,265,150,337,457,110,39,1993,3.14,4.03,1.22,Drama,Thriller,Crime,Comedy,Romance
140,24592,4.0,868837514,1,1996,Drama,Romance,"",1103,3.29,1.03,79,832,805,135,376,30,1995,3.45,3.60,0.93,Thriller,Action,Drama,Adventure,Crime
141,11023,2.0,866098950,0,1996,Comedy,"","",4859,3.52,0.96,25,"","","","",3,1995,0.58,3.33,0.58,Romance,Drama,"","",""
141,24657,3.0,864396454,0,1996,Comedy,"","",4859,3.52,0.96,"","","","","",2,1996,0.00,3.00,0.00,"","","","",""
141,29499,5.0,970001601,1,1996,Comedy,"","",4859,3.52,0.96,319,440,846,588,936,100,1980,20.46,3.73,1.24,Drama,Comedy,Romance,Thriller,Crime
146,25080,3.0,832052322,0,1995,Adventure,Children,"",125,2.82,1.07,276,342,299,224,317,68,1994,1.27,3.56,0.98,Drama,Romance,Comedy,Action,Adventure
147,27531,2.0,1118590307,0,1995,Drama,"","",921,3.57,0.95,188,441,180,931,968,100,1992,9.67,1.98,0.84,Sci-Fi,Romance,Thriller,Horror,Mystery
150,10621,4.0,995583792,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,319,50,592,249,342,47,1988,16.05,3.91,0.86,Drama,Comedy,Romance,Crime,Thriller
151,4809,3.0,975630801,0,1995,Action,Drama,Romance,2767,3.57,0.92,858,574,759,446,850,42,1986,17.15,4.07,1.00,Drama,Comedy,Crime,Thriller,Romance
158,3309,4.0,842394019,1,1995,Adventure,Children,"",2756,2.92,1.03,62,236,474,2,440,47,1993,1.24,3.17,1.34,Drama,Adventure,Comedy,Action,Thriller
161,8816,4.0,962940005,1,1995,Drama,Thriller,War,5113,3.74,0.80,590,25,802,593,318,67,1993,6.53,3.66,0.71,Thriller,Comedy,Drama,Action,Romance
162,12611,5.0,1305939051,1,1994,Documentary,"","",1303,4.05,0.95,934,953,5,908,235,35,1982,18.96,4.41,0.94,Drama,Thriller,Comedy,Romance,Adventure
165,6643,5.0,832849483,1,1995,Action,Crime,Thriller,7392,3.50,0.89,"","","","","",7,1993,2.45,3.00,0.00,"","","","",""
168,8868,3.0,843318141,0,1995,Action,Drama,Romance,2557,3.06,1.12,509,17,282,357,539,24,1993,1.47,3.50,0.83,Drama,Romance,Comedy,Action,Thriller
178,29428,4.0,938659747,1,1993,Comedy,Drama,"",112,3.44,0.95,198,574,446,844,523,38,1992,7.48,4.29,0.57,Drama,Comedy,Crime,Romance,Thriller
183,16808,4.0,831720831,1,1994,Comedy,Horror,Thriller,118,3.35,0.95,353,471,551,322,350,97,1993,3.72,3.42,1.08,Thriller,Drama,Comedy,Action,Crime
184,5030,4.0,879991790,1,1994,Drama,"","",66,3.16,1.22,187,264,970,506,13,100,1981,19.85,3.21,1.27,Drama,Romance,Comedy,Thriller,Crime
188,359,3.5,1126533377,1,1995,Fantasy,Horror,Mystery,532,3.37,1.01,529,508,866,932,351,100,1990,12.96,3.71,0.74,Drama,Thriller,Comedy,Romance,Action
19,7131,3.0,833475403,0,1995,Comedy,"","",4501,2.62,1.16,593,34,1,300,318,29,1993,1.47,3.07,0.84,Drama,Thriller,Crime,Comedy,Adventure
196,12344,2.0,838649523,0,1995,Horror,Sci-Fi,"",2957,2.85,0.98,597,527,500,160,50,60,1993,1.54,3.52,0.93,Drama,Action,Thriller,Comedy,Adventure
2,10621,3.0,995664431,0,1995,Adventure,Children,Fantasy,4853,3.21,0.96,517,849,29,260,904,94,1990,12.45,3.65,0.85,Drama,Comedy,Thriller,Romance,Crime
203,3125,3.0,841164833,0,1995,Comedy,"","",1229,3.16,1.07,348,608,246,163,485,83,1993,1.45,3.53,0.86,Drama,Comedy,Romance,Action,Thriller
207,29499,4.0,981402892,1,1995,Drama,Romance,"",1210,3.42,1.06,714,490,266,481,661,100,1985,17.62,3.64,1.21,Drama,Comedy,Romance,Thriller,Crime
208,20135,4.5,1171582525,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,253,367,344,32,780,18,1992,4.36,3.17,0.84,Thriller,Action,Crime,Drama,Sci-Fi
22,18250,2.0,1208790161,0,1995,Crime,Drama,Horror,2208,3.30,0.92,551,474,380,19,21,67,1992,5.29,3.37,0.99,Thriller,Action,Crime,Drama,Comedy
223,16533,5.0,1302813530,1,1994,Comedy,"","",5102,3.86,0.97,586,588,380,551,924,19,1992,6.29,4.84,0.29,Thriller,Action,Adventure,Romance,Fantasy
232,29499,2.0,1015989759,0,1994,Comedy,Drama,Romance,1373,4.03,0.85,653,160,748,504,329,46,1989,16.20,3.20,1.22,Sci-Fi,Action,Adventure,Drama,Horror
235,10850,3.0,832000505,0,1994,Comedy,Drama,"",3605,3.64,0.96,141,186,337,11,315,55,1994,1.29,3.53,0.98,Drama,Thriller,Comedy,Action,Crime
235,25080,3.0,832052354,0,1994,Comedy,Drama,"",3605,3.64,0.96,276,342,299,224,317,70,1994,1.26,3.54,0.97,Drama,Romance,Comedy,Action,Adventure
25,29499,4.0,1061706127,1,1995,Drama,Romance,"",4684,3.69,1.04,43,789,347,991,230,93,1985,18.74,3.46,1.18,Drama,Comedy,Romance,Thriller,Action
260,15029,4.5,1086928994,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,589,508,317,"","",8,1986,20.21,2.88,1.16,Drama,Action,Sci-Fi,Fantasy,Comedy
260,25825,5.0,992868267,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,541,223,527,475,595,96,1993,5.66,3.99,0.93,Drama,Comedy,Thriller,Romance,Crime
282,4295,4.0,989123143,1,1994,Drama,"","",2426,3.39,1.00,506,57,369,536,538,100,1989,14.47,3.47,1.09,Drama,Romance,Comedy,Thriller,War
282,7131,2.0,833475468,0,1994,Drama,"","",2426,3.39,1.00,111,50,457,593,34,37,1993,3.25,3.14,0.92,Thriller,Crime,Drama,Comedy,Adventure
292,13405,3.0,832863196,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,208,161,10,1,318,16,1994,1.50,3.69,0.70,Thriller,Adventure,Action,Drama,Crime
292,27645,4.0,830348023,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,253,231,300,339,318,12,1993,1.56,3.92,0.51,Drama,Comedy,Adventure,Romance,Musical
293,4759,5.0,1217894759,1,1994,Action,Crime,Drama,5587,4.06,0.81,337,16,104,318,32,30,1990,8.70,3.95,1.06,Drama,Thriller,Crime,Comedy,Action
293,6643,3.0,832849669,0,1994,Action,Crime,Drama,5587,4.06,0.81,457,593,420,225,161,27,1993,1.58,3.33,0.55,Thriller,Action,Crime,Adventure,Drama
296,13773,5.0,945191497,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,534,866,39,25,265,31,1985,19.22,4.06,0.89,Drama,Romance,Comedy,Crime,Fantasy
3,17913,2.0,866075546,0,1995,Comedy,Romance,"",2769,3.15,0.99,25,62,17,1,32,10,1995,0.53,3.70,0.82,Drama,Romance,Sci-Fi,Thriller,Adventure
312,16808,4.0,831720307,1,1995,Comedy,"","",276,2.73,1.07,593,364,426,177,198,80,1993,4.07,3.40,1.09,Thriller,Drama,Action,Crime,Comedy
316,16367,3.5,1225228725,1,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,736,150,588,50,380,20,1989,13.37,3.75,0.50,Thriller,Adventure,Drama,Action,Comedy
318,11867,4.0,1273882929,1,1994,Crime,Drama,"",13826,4.45,0.72,356,"","","","",3,1981,21.94,3.33,1.44,Romance,War,Drama,Comedy,""
328,17913,4.0,866075829,1,1995,Horror,Thriller,"",537,3.16,1.08,76,407,160,177,184,50,1994,2.72,3.38,0.67,Thriller,Drama,Action,Sci-Fi,Horror
34,13773,3.0,945190764,0,1995,Children,Drama,"",7042,3.63,1.11,745,318,858,596,581,7,1983,21.00,4.14,1.07,Drama,Crime,Children,Animation,Musical
342,4295,4.0,989078582,1,1994,Comedy,"","",2568,3.52,1.02,52,539,497,21,471,64,1980,21.72,3.56,1.22,Comedy,Romance,Drama,Musical,Children
349,4759,3.5,1218152141,1,1994,Action,Crime,Drama,6309,3.64,0.81,358,991,180,94,428,72,1992,5.96,3.48,1.19,Drama,Thriller,Action,Comedy,Crime
349,4809,3.0,976753749,0,1994,Action,Crime,Drama,6309,3.64,0.81,21,474,111,471,590,54,1987,15.48,3.87,1.08,Drama,Comedy,Thriller,Crime,Adventure
356,17207,4.0,1350834194,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,235,745,908,608,296,8,1990,12.70,4.50,0.38,Thriller,Crime,Drama,Comedy,Action
357,21067,4.0,992408649,1,1994,Comedy,Romance,"",6126,3.63,0.94,515,300,39,475,348,64,1980,21.12,3.73,1.34,Drama,Romance,Comedy,Thriller,Crime
358,19309,3.5,1111480987,1,1995,Drama,"","",469,3.21,1.01,610,999,344,165,173,32,1992,8.58,3.30,1.22,Action,Comedy,Sci-Fi,Crime,Drama
36,17913,3.0,866075546,0,1995,Crime,Drama,"",4547,3.94,0.90,6,733,25,62,17,16,1995,0.52,3.44,0.89,Thriller,Drama,Action,Romance,Adventure
367,14468,3.0,834142686,0,1994,Action,Comedy,Crime,7577,3.16,1.00,11,364,32,457,593,22,1993,1.87,3.59,0.80,Drama,Adventure,Thriller,IMAX,Children
370,5030,1.0,884097105,0,1994,Action,Comedy,"",3087,2.96,1.05,714,750,668,680,176,100,1980,20.09,3.32,1.28,Drama,Comedy,Romance,Thriller,Mystery
376,7131,3.0,833476940,0,1994,Action,Thriller,"",2485,3.28,0.85,589,515,45,281,477,91,1993,3.33,3.29,0.78,Drama,Comedy,Thriller,Crime,Romance
377,11487,4.0,1017936729,1,1994,Action,Romance,Thriller,9053,3.49,0.94,233,968,232,234,781,16,1989,10.27,3.62,0.96,Drama,Comedy,Romance,Thriller,Horror
377,2258,3.0,851824225,0,1994,Action,Romance,Thriller,9053,3.49,0.94,316,592,110,527,231,12,1993,2.01,4.08,0.90,Action,Sci-Fi,Thriller,Adventure,Crime
379,29499,3.0,1006065462,0,1994,Action,Sci-Fi,Thriller,1165,2.74,1.00,504,329,442,780,316,33,1987,18.44,3.39,1.22,Drama,Sci-Fi,Horror,Adventure,Action
380,24694,2.0,1201091422,0,1994,Action,Adventure,Comedy,9364,3.48,0.93,589,110,288,253,47,20,1991,9.68,3.62,0.74,Thriller,Drama,Action,Crime,Comedy
42,29428,3.0,938661448,0,1995,Action,Crime,Drama,531,3.12,0.88,421,370,155,590,321,57,1992,6.19,4.02,0.72,Drama,Comedy,Crime,Romance,Thriller
442,2258,3.0,854468289,0,1993,Action,Adventure,Sci-Fi,4001,3.04,0.97,541,208,520,368,514,62,1992,4.47,3.56,0.92,Action,Adventure,Comedy,Sci-Fi,Drama
449,4295,3.0,989078999,0,1994,Comedy,"","",155,3.49,1.14,585,466,380,7,500,75,1982,20.62,3.60,1.19,Comedy,Romance,Drama,Musical,Children
45,25825,4.0,1049009176,1,1995,Comedy,Drama,Thriller,1910,3.39,0.96,247,253,555,583,804,31,1992,7.20,4.16,0.86,Drama,Comedy,Thriller,Romance,Mystery
454,27899,3.0,945452943,0,1993,Drama,Thriller,"",5500,3.51,0.81,293,356,376,367,380,37,1994,1.14,3.81,1.05,Drama,Comedy,Thriller,Crime,Action
457,481,3.0,847385160,0,1993,Thriller,"","",10736,3.97,0.78,"","","","","",7,1993,2.45,2.86,0.38,"","","","",""
468,7131,3.0,833475864,0,1995,Comedy,Romance,"",1564,3.31,0.89,237,440,272,333,223,61,1993,2.58,3.26,0.83,Drama,Comedy,Thriller,Crime,Romance
47,481,3.0,847385389,0,1995,Mystery,Thriller,"",9335,4.06,0.87,34,593,110,318,356,26,1993,1.68,3.12,0.65,Drama,Crime,War,Action,Thriller
474,27531,3.0,1118254820,0,1993,Action,Thriller,"",4106,3.72,0.75,223,25,21,10,364,77,1991,9.08,2.73,0.65,Thriller,Drama,Crime,Comedy,Action
480,4295,4.0,989159682,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,522,377,457,589,110,100,1988,14.59,3.57,1.08,Drama,Romance,Comedy,Thriller,Action
480,481,3.0,847385205,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,"","","","",18,1993,1.75,2.89,0.47,Romance,War,Drama,Comedy,""
480,7131,3.0,833476839,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,515,45,281,477,342,87,1993,2.22,3.30,0.78,Drama,Comedy,Thriller,Crime,Romance
50,19411,5.0,951538677,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,480,593,110,"","",6,1986,16.27,3.33,1.21,Action,Thriller,Sci-Fi,Adventure,Horror
508,24147,3.0,836696599,0,1993,Drama,"","",4185,3.83,0.87,230,22,474,353,105,79,1994,1.50,3.47,0.81,Drama,Thriller,Romance,Comedy,Action
508,8816,5.0,962940177,1,1993,Drama,"","",4185,3.83,0.87,454,161,590,25,802,69,1993,6.44,3.67,0.70,Thriller,Drama,Comedy,Action,Romance
527,28266,2.5,1382372882,0,1993,Drama,War,"",11017,4.30,0.83,318,910,"","","",2,1976,24.75,4.50,0.71,Crime,Drama,Comedy,"",""
527,7481,4.0,1344490170,1,1993,Drama,War,"",11017,4.30,0.83,780,318,296,1,356,17,1990,13.14,3.91,0.57,Adventure,Thriller,Drama,Action,Crime
529,3309,5.0,842394758,1,1993,Drama,"","",2358,3.83,0.82,374,531,60,733,466,76,1994,1.16,3.21,1.27,Drama,Adventure,Action,Comedy,Children
531,10696,4.0,1226543007,1,1993,Children,Drama,"",1660,3.49,0.96,720,"","","","",2,1994,2.12,3.25,0.35,Adventure,Comedy,Animation,"",""
535,5384,4.0,1032717276,1,1993,Drama,"","",1210,3.78,0.94,373,246,16,25,1,22,1991,7.94,4.23,1.11,Drama,Crime,Comedy,Thriller,Mystery
538,10621,4.0,995584905,1,1993,Drama,"","",1069,3.71,0.87,353,780,266,733,508,60,1989,14.42,3.90,0.77,Drama,Comedy,Romance,Thriller,Crime
539,10621,3.0,995573014,0,1993,Comedy,Drama,Romance,6177,3.50,0.97,357,356,497,39,11,29,1986,19.33,3.97,0.87,Drama,Crime,Comedy,Romance,Thriller
541,16367,3.5,1225228730,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,316,736,150,588,50,21,1989,13.06,3.74,0.49,Thriller,Adventure,Action,Drama,Sci-Fi
544,3125,3.0,841165571,0,1993,Action,Crime,"",482,2.94,0.85,538,490,162,164,535,100,1993,2.07,3.56,0.81,Drama,Comedy,Romance,Action,Thriller
551,27531,2.5,1118255067,0,1993,Animation,Children,Fantasy,4460,3.71,0.97,594,778,293,919,924,97,1990,12.50,2.75,0.63,Drama,Thriller,Crime,Comedy,Action
553,25080,3.0,832051850,0,1993,Action,Drama,Western,3208,3.68,0.92,279,552,168,151,362,41,1994,1.17,3.73,1.03,Drama,Romance,Action,Adventure,Comedy
555,21377,4.0,850576242,1,1993,Crime,Thriller,"",3312,3.80,0.90,300,162,589,597,230,61,1991,10.70,4.15,0.68,Drama,Comedy,Thriller,Action,Adventure
555,5030,3.0,879421533,0,1993,Crime,Thriller,"",3312,3.80,0.90,955,745,162,154,645,64,1979,21.59,3.50,1.21,Drama,Thriller,Comedy,Romance,Crime
581,13773,4.0,945190340,1,1995,Documentary,"","",425,3.94,0.91,865,"","","","",2,1994,2.12,3.50,2.12,Drama,"","","",""
586,12344,3.0,838649449,0,1990,Children,Comedy,"",6155,3.09,1.00,527,500,160,50,377,50,1993,1.39,3.64,0.92,Drama,Action,Thriller,Adventure,Crime
586,20135,3.5,1171582550,1,1990,Children,Comedy,"",6155,3.09,1.00,95,208,253,367,344,21,1992,4.17,3.24,0.83,Thriller,Action,Adventure,Sci-Fi,Crime
586,23552,3.5,1392562850,1,1990,Children,Comedy,"",6155,3.09,1.00,592,296,527,267,"",7,1986,11.56,3.00,0.82,Thriller,Crime,Drama,Comedy,Action
587,29499,5.0,991703439,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,708,901,915,647,766,100,1985,17.36,3.67,1.14,Drama,Comedy,Romance,Crime,Thriller
588,359,4.0,1087076713,1,1992,Adventure,Animation,Children,8980,3.67,0.92,736,597,292,434,994,100,1988,14.55,3.86,0.94,Drama,Action,Thriller,Comedy,Crime
588,4295,4.0,989076952,1,1992,Adventure,Animation,Children,8980,3.67,0.92,364,551,34,1,595,20,1974,23.65,3.50,1.36,Children,Musical,Fantasy,Animation,Adventure
589,27175,4.0,951257386,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,924,858,50,"","",3,1978,14.57,4.67,0.58,Crime,Drama,Sci-Fi,Thriller,Adventure
590,4431,3.5,1181185371,1,1990,Adventure,Drama,Western,9497,3.72,0.97,920,922,527,858,318,20,1982,20.34,3.67,1.24,Drama,Comedy,Romance,Thriller,Crime
592,23552,3.5,1392562845,1,1989,Action,Crime,Thriller,10028,3.40,0.84,296,527,267,"","",6,1986,12.61,2.92,0.86,Drama,Comedy,Thriller,Crime,War
593,4431,5.0,1181185883,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,969,296,541,923,364,27,1981,20.54,3.72,1.09,Drama,Comedy,Thriller,Romance,War
594,5030,2.0,879421502,0,1937,Animation,Children,Drama,3902,3.61,0.97,745,162,154,645,913,61,1980,20.62,3.51,1.21,Drama,Thriller,Crime,Comedy,Romance
595,21067,5.0,992405760,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,911,898,587,915,593,12,1980,20.22,3.67,1.37,Comedy,Romance,Thriller,Crime,Drama
597,8816,4.0,962850757,1,1990,Comedy,Romance,"",7314,3.41,0.98,588,11,838,34,912,8,1987,18.49,3.50,0.76,Drama,Romance,Comedy,Children,Adventure
608,11746,4.5,1069721929,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,750,"","","","",5,1983,15.60,2.60,1.08,War,Comedy,"","",""
62,11383,5.0,858412207,1,1995,Drama,"","",4221,3.70,1.00,95,780,736,"","",5,1995,0.45,3.80,0.84,Action,Thriller,Adventure,Sci-Fi,Romance
647,359,4.0,1082062541,1,1996,Action,Crime,Drama,1719,3.57,0.84,910,224,165,800,10,67,1987,15.97,3.97,1.04,Drama,Action,Thriller,Crime,Comedy
653,11383,3.0,858412289,0,1996,Action,Adventure,Fantasy,3148,3.22,0.97,788,786,3,62,95,9,1995,0.50,4.11,0.78,Action,Thriller,Romance,Adventure,Sci-Fi
673,12537,1.0,1091392640,0,1996,Adventure,Animation,Children,2192,2.67,1.11,44,172,2,919,500,68,1989,12.77,3.51,1.10,Drama,Action,Thriller,Comedy,Adventure
673,18250,2.5,1241191046,0,1996,Adventure,Animation,Children,2192,2.67,1.11,198,471,628,145,805,93,1992,6.89,3.31,0.96,Thriller,Drama,Crime,Action,Comedy
680,7131,3.0,833478372,0,1965,Drama,Mystery,Romance,269,3.49,1.17,596,263,535,428,348,100,1992,8.21,3.38,0.76,Drama,Comedy,Thriller,Romance,Crime
733,16991,3.0,869215056,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,25,17,648,"","",6,1995,0.52,3.50,0.55,Romance,Drama,Action,Thriller,Adventure
733,26492,4.5,1091830858,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,47,50,648,344,165,37,1993,3.27,4.08,1.04,Action,Thriller,Adventure,Drama,Comedy
736,25825,3.0,1256245176,0,1996,Action,Adventure,Romance,6990,3.18,1.02,595,261,34,515,105,86,1993,5.83,4.07,0.88,Drama,Comedy,Romance,Thriller,Crime
750,359,5.0,1067175293,1,1964,Comedy,War,"",5151,4.24,0.88,494,594,"","","",2,1966,41.72,4.50,0.71,Action,Thriller,Adventure,Musical,Fantasy
778,1568,3.0,1111180348,0,1996,Comedy,Crime,Drama,5195,4.00,0.90,296,750,541,593,47,18,1974,21.24,3.58,0.65,Comedy,Thriller,Drama,Romance,Crime
778,24694,4.5,1200866193,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,551,799,"","","",2,1994,2.12,4.00,0.00,Thriller,Horror,Musical,Fantasy,Children
781,29428,4.0,938662119,1,1996,Drama,"","",459,3.38,0.98,46,95,421,370,155,61,1993,6.02,3.97,0.75,Drama,Comedy,Crime,Romance,Thriller
782,24592,4.0,868837783,1,1996,Drama,Thriller,"",604,2.89,0.94,92,837,64,836,86,56,1994,4.03,3.54,0.81,Thriller,Drama,Action,Adventure,Comedy
784,23338,1.5,1111538001,0,1996,Comedy,Thriller,"",3116,2.70,1.05,594,"","","","",8,1987,20.41,2.81,0.59,Musical,Fantasy,Children,Drama,Animation
786,15029,2.5,1086932003,0,1996,Action,Drama,Thriller,3445,3.15,0.99,303,170,329,736,292,22,1989,13.21,3.66,1.04,Action,Thriller,Adventure,Sci-Fi,Drama
